disease	state_abb	perc_level_low	perc_level_moderate	perc_level_high	perc_level_very_high
COVID-19	DC	0.467781596	1.668078664	2.868375732	4.068672801
COVID-19	DE	0.437604857	1.461390544	2.48517623	3.508961917
COVID-19	FL	0.921409141	2.421983286	3.922557431	5.423131577
COVID-19	GA	0.394248211	1.161287975	1.92832774	2.695367504
COVID-19	GU	1.177940485	3.923995905	6.670051324	9.416106743
COVID-19	HI	1.090375989	2.732566386	4.374756783	6.01694718
COVID-19	IA	0.586734168	1.857699891	3.128665613	4.399631336
COVID-19	ID	0.556846366	1.91552507	3.274203774	4.632882478
COVID-19	IL	0.545552876	1.585913286	2.626273695	3.666634105
COVID-19	IN	0.391260023	1.689081821	2.986903618	4.284725416
COVID-19	KS	0.31761172	1.52207118	2.72653064	3.9309901
COVID-19	KY	0.82025459	2.10661453	3.39297447	4.67933441
COVID-19	LA	0.60479239	2.568896311	4.533000232	6.497104153
COVID-19	MA	0.583592518	1.778913708	2.974234899	4.16955609
COVID-19	MD	0.50401178	1.576504744	2.648997708	3.721490672
COVID-19	ME	0.567688061	1.669313676	2.770939291	3.872564906
COVID-19	MI	0.485741587	1.56182548	2.637909373	3.713993266
COVID-19	MN	0.533378874	1.536666647	2.539954421	3.543242195
COVID-19	MO	0.40671449	1.510139331	2.613564171	3.716989012
COVID-19	MS	0.626672196	2.092317056	3.557961917	5.023606778
COVID-19	MT	0.682058271	1.932201316	3.18234436	4.432487405
COVID-19	NC	0.803819941	2.230839266	3.657858591	5.084877916
COVID-19	ND	0.550819174	1.756186953	2.961554733	4.166922513
COVID-19	NE	0.27432643	1.287981218	2.301636006	3.315290795
COVID-19	NH	0.48530867	1.430618017	2.375927364	3.321236711
COVID-19	NJ	0.416160433	1.397029876	2.377899318	3.358768761
COVID-19	NM	0.870719607	2.54974452	4.228769432	5.907794345
COVID-19	NV	0.471968444	1.890451237	3.308934029	4.727416822
COVID-19	NY	0.425807848	1.247728797	2.069649746	2.891570694
COVID-19	US	0.536526027	1.655254702	2.773983377	3.892712051
COVID-19	OH	0.369016464	1.500179595	2.631342725	3.762505855
COVID-19	OK	0.353972194	1.534076382	2.714180571	3.894284759
COVID-19	OR	0.62650929	1.831509608	3.036509925	4.241510243
COVID-19	PA	0.354329883	1.193906869	2.033483854	2.87306084
COVID-19	RI	0.392246534	1.317202803	2.242159072	3.1671153419999998
COVID-19	SC	0.662435622	2.125672775	3.588909928	5.052147081
COVID-19	SD	0.389927252	1.197776322	2.005625391	2.81347446
COVID-19	TN	0.629446522	1.845907538	3.062368553	4.278829569
COVID-19	TX	0.541611592	2.059398741	3.577185889	5.094973037
COVID-19	UT	0.684370979	2.186001103	3.687631226	5.189261349
COVID-19	VA	0.546020095	1.909893716	3.273767336	4.637640957
COVID-19	VT	0.510182033	1.454552331	2.398922628	3.343292926
COVID-19	WA	0.739431811	2.101961001	3.464490192	4.827019382
COVID-19	WI	0.454222187	1.379991568	2.305760949	3.231530329
COVID-19	WV	0.494855942	1.92706147	3.359266998	4.791472526
COVID-19	WY	0.791321117	2.255575317	3.719829516	5.184083716
Influenza	AK	0.907661889	3.222607935	5.53755398	7.852500025
Influenza	AL	0.421828015	3.389149164	6.356470313	9.323791462
Influenza	AR	0.376946723	2.822945449	5.268944176	7.714942902
Influenza	AZ	0.494483079	2.746962016	4.999440953	7.25191989
Influenza	CA	0.254035332	1.901807805	3.549580278	5.197352751
Influenza	CO	0.214695763	1.633865348	3.053034933	4.472204518
Influenza	CT	0.245155845	2.447332713	4.64950958	6.851686448
Influenza	DC	0.197483411	2.246512084	4.295540757	6.34456943
Influenza	DE	0.151480014	2.895547122	5.639614229	8.383681336
Influenza	FL	0.805812971	2.633298842	4.460784713	6.288270584
Influenza	GA	0.291079379	2.135571189	3.980062999	5.824554809
Influenza	GU	1.354708583	2.309931622	3.265154661	4.2203777
Influenza	HI	1.163338816	2.829990513	4.496642211	6.163293908
Influenza	IA	0.25305088	2.669609934	5.086168989	7.502728043
Influenza	ID	0.208891866	2.246302636	4.283713406	6.321124176
Influenza	IL	0.244185995	2.693904528	5.143623061	7.593341594
Influenza	IN	0.197725491	3.230292475	6.262859459	9.295426444
Influenza	KS	0.173373493	2.5098723	4.846371108	7.182869915
Influenza	KY	0.265934384	3.699301717	7.132669051	10.56603638
Influenza	LA	0.559978814	2.953894671	5.347810528	7.741726385
Influenza	MA	0.244106591	2.736881736	5.229656882	7.722432027
Influenza	MD	0.243056322	2.962003929	5.680951537	8.399899145
Influenza	ME	0.212919017	2.770904476	5.328889934	7.886875392
Influenza	MI	0.220667677	2.597418181	4.974168685	7.350919189
Influenza	MN	0.233144207	3.041920536	5.850696866	8.659473195
Influenza	MO	0.188063405	2.393873244	4.599683083	6.805492922
Influenza	MS	0.451495293	3.044697376	5.637899459	8.231101542
Influenza	MT	0.149157882	2.602525112	5.055892342	7.509259572
Influenza	NC	0.621544175	3.971575735	7.321607294	10.67163885
Influenza	ND	0.122021251	2.631348044	5.140674836	7.650001629
Influenza	NE	0.126337812	2.031547494	3.936757176	5.841966858
Influenza	NH	0.263794391	2.719285851	5.17477731	7.630268769
Influenza	NJ	0.315912092	2.661168978	5.006425864	7.35168275
Influenza	NM	0.389078406	3.459137683	6.52919696	9.599256237
Influenza	NV	0.357926656	1.760321849	3.162717042	4.565112235
Influenza	NY	0.240515112	1.757679934	3.274844755	4.792009577
Influenza	US	0.351712257	2.354304527	4.356896798	6.359489069
Influenza	OH	0.1354742	2.918432581	5.701390962	8.484349343
Influenza	OK	0.194240927	3.659084432	7.123927937	10.58877144
Influenza	OR	0.224005745	2.666330388	5.108655032	7.550979675
Influenza	PA	0.154613219	2.148842379	4.143071539	6.137300699
Influenza	RI	0.178334676	1.705473418	3.23261216	4.759750902
Influenza	SC	0.317856478	3.506800964	6.695745449	9.884689935
Influenza	SD	0.110973992	2.447257606	4.78354122	7.119824834
Influenza	TN	0.335060477	2.792712038	5.250363599	7.70801516
Influenza	TX	0.518692008	3.374908578	6.231125149	9.08734172
Influenza	UT	0.237375011	2.325992587	4.414610162	6.503227738
Influenza	VA	0.316493055	3.004606071	5.692719087	8.380832103
Influenza	VT	0.187973341	2.959302987	5.730632633	8.501962279
Influenza	WA	0.276645805	3.038582675	5.800519544	8.562456414
Influenza	WI	0.161919989	2.569722842	4.977525695	7.385328548
Influenza	WV	0.166939165	3.190330055	6.213720945	9.237111835
Influenza	WY	0.182073209	2.033497149	3.884921089	5.736345029
RSV	AK	0.096436084	0.76764065	1.438845215	2.11004978
RSV	AL	0.057313497	0.4908876	0.924461703	1.358035806
RSV	AR	0.065778346	0.626238269	1.186698191	1.747158114
RSV	AZ	0.035086733	0.379189122	0.723291511	1.067393899
RSV	CA	0.031119749	0.342118792	0.653117834	0.964116877
RSV	CO	0.039083347	0.66524437300000006	1.291405399	1.917566425
RSV	CT	0.026916086	0.27507339200000003	0.523230699	0.771388005
RSV	DC	0.071306973	0.581434331	1.09156169	1.601689048
RSV	DE	0.078529602	0.712590677	1.346651753	1.980712829
RSV	FL	0.088261127	0.274790729	0.461320331	0.647849933
RSV	GA	0.041714577	0.27560019	0.509485803	0.743371416
RSV	GU	0.112268252	0.316219751	0.520171249	0.724122747
RSV	HI	0.078506744	0.461554424	0.844602103	1.227649783
RSV	IA	0.091208498	0.599171991	1.107135484	1.615098977
RSV	ID	0.047636456	0.79071634	1.533796223	2.276876107
RSV	IL	0.06783692	0.554884419	1.041931918	1.528979417
RSV	IN	0.057948322	0.456217926	0.85448753	1.252757134
RSV	KS	0.045049984	0.43160152	0.818153056	1.204704592
RSV	KY	0.070134058	0.56218729	1.054240521	1.546293753
RSV	LA	0.046750687	0.444643779	0.842536871	1.240429963
RSV	MA	0.057808162	0.658258083	1.258708003	1.859157923
RSV	MD	0.049560953	0.605629021	1.161697088	1.717765155
RSV	ME	0.03471806	0.517985196	1.001252332	1.484519468
RSV	MI	0.040709019	0.616890994	1.193072969	1.769254944
RSV	MN	0.071408689	0.653055443	1.234702197	1.816348951
RSV	MO	0.061262465	0.454056122	0.846849779	1.239643436
RSV	MS	0.050321842	0.376334073	0.702346305	1.028358536
RSV	MT	0.045336086	0.562457349	1.079578612	1.596699875
RSV	NC	0.053982433	0.561097966	1.0682135	1.575329033
RSV	ND	0.047480944	0.806554686	1.565628428	2.32470217
RSV	NE	0.046196892	0.48904013	0.931883367	1.374726604
RSV	NH	0.042235205	0.506799667	0.971364129	1.435928591
RSV	NJ	0.045430481	0.338836004	0.632241526	0.925647048
RSV	NM	0.079132177	0.937111008	1.795089838	2.653068669
RSV	NV	0.034795786	0.452687378	0.87057897	1.288470562
RSV	NY	0.033238749	0.295547618	0.557856488	0.820165357
RSV	US	0.06338021	0.348951449	0.634522689	0.920093928
RSV	OH	0.028630628	0.339778492	0.650926355	0.962074219
RSV	OK	0.054624121	0.503781566	0.952939011	1.402096456
RSV	OR	0.034276044	0.516438403	0.998600761	1.48076312
RSV	PA	0.029741412	0.400116343	0.770491275	1.140866206
RSV	RI	0.030622012	0.349994553	0.669367095	0.988739636
RSV	SC	0.041338227	0.36588796	0.690437694	1.014987428
RSV	SD	0.049716651	0.451776585	0.85383652	1.255896454
RSV	TN	0.064448893	0.470545123	0.876641352	1.282737582
RSV	TX	0.07233418	0.479958243	0.887582306	1.29520637
RSV	UT	0.039359524	0.88104605	1.722732575	2.5644191
RSV	VA	0.04797438	0.326877222	0.605780064	0.884682907
RSV	VT	0.074082495	0.821865101	1.569647707	2.317430313
RSV	WA	0.043766948	0.610244662	1.176722375	1.743200089
RSV	WI	0.039580531	0.412459772	0.785339013	1.158218254
RSV	WV	0.086704476	0.884436301	1.682168125	2.47989995
RSV	WY	0.0678304	0.853011837	1.638193275	2.423374712
