disease	state_abb	perc_level_low	perc_level_moderate	perc_level_high	perc_level_very_high
ARI	AK	12.0325208608167	15.7896879739664	19.5468550871162	23.3040222002659
ARI	AL	11.0707571553582	15.9540807957783	20.8374044361984	25.7207280766185
ARI	AR	8.61531194725447	11.9832893748361	15.3512668024178	18.7192442299994
ARI	AZ	11.4533628016604	15.3024693224721	19.1515758432838	23.0006823640955
ARI	CA	11.0228425209899	14.9338128652802	18.8447832095704	22.7557535538606
ARI	CO	12.4096908218521	16.6268464364414	20.8440020510308	25.0611576656201
ARI	CT	12.183243737408	16.562508840949	20.94177394449	25.3210390480311
ARI	DC	11.2120287686789	15.15450620356	19.0969836384412	23.0394610733224
ARI	DE	9.86691707533298	13.6141171814386	17.3613172875442	21.1085173936498
ARI	FL	13.682909199968	16.0678095777651	18.4527099555622	20.8376103333594
ARI	GA	8.78163783501836	12.0715811692079	15.3615245033975	18.651467837587
ARI	GU	14.7132748188422	17.539021154782102	20.3647674907219	23.1905138266618
ARI	HI	15.8733762946673	17.6805026947188	19.4876290947704	21.2947554948219
ARI	IA	11.3216203348727	15.2047392453378	19.0878581558028	22.9709770662679
ARI	ID	9.26000256906029	13.2441844464682	17.2283663238762	21.2125482012841
ARI	IL	9.85408533909644	14.0655294261757	18.276973513255	22.4884176003343
ARI	IN	9.89493187733481	15.2034842359254	20.512036594516	25.8205889531065
ARI	KS	9.38425870686798	14.0270751464575	18.6698915860469	23.3127080256364
ARI	KY	12.0384252216093	16.629820375167	21.2212155287246	25.8126106822823
ARI	LA	9.57073099615822	13.4692855010584	17.3678400059585	21.2663945108586
ARI	MA	10.1755348538362	13.5477614985896	16.919988143343	20.2922147880964
ARI	MD	8.50635457808995	11.8662937603706	15.2262329426513	18.5861721249319
ARI	ME	10.602944735988	14.718016839629	18.8330889432699	22.9481610469109
ARI	MI	9.32339611319278	13.414057815787	17.5047195183812	21.5953812209754
ARI	MN	10.4202177684303	14.9752756858733	19.5303336033163	24.0853915207593
ARI	MO	0.146132016728597	0.244833011704006	0.343534006679416	0.442235001654825
ARI	MS	11.0886183437294	15.3454286875145	19.6022390312996	23.8590493750847
ARI	MT	10.2923694704229	14.0093412053813	17.7263129403396	21.443284675298
ARI	NC	12.5462641511737	17.6298354412814	22.713406731389	27.7969780214967
ARI	ND	9.4044814603834	13.8762153012153	18.3479491420471	22.819682982879
ARI	NE	7.89373963676057	11.3460008242845	14.7982620118084	18.2505231993323
ARI	NH	8.14785825720061	11.5925514918363	15.037244726472	18.4819379611078
ARI	NJ	9.36969876260443	12.8014294345102	16.2331601064161	19.6648907783219
ARI	NM	14.2370777902424	19.5583117690265	24.8795457478107	30.2007797265949
ARI	NV	12.6346692559538	16.9407175282059	21.2467658004581	25.5528140727103
ARI	NY	8.88556129222044	12.1839014529949	15.4822416137694	18.7805817745438
ARI	OH	8.94046717769431	12.977330814341	17.0141944509877	21.0510580876345
ARI	OK	9.64048917383551	13.9926778536221	18.3448665334086	22.6970552131952
ARI	OR	10.2315408639826	14.4130813884515	18.5946219129204	22.7761624373892
ARI	PA	7.64881877824774	10.8527592171087	14.0566996559697	17.2606400948307
ARI	RI	8.22210598236906	11.3953545332548	14.5686030841405	17.7418516350263
ARI	SC	11.2393482868308	16.1646313545215	21.0899144222122	26.0151974899029
ARI	SD	7.09293991662318	9.85081799618781	12.6086960757524	15.3665741553171
ARI	TN	11.159036448309	15.2813460920594	19.4036557358097	23.5259653795601
ARI	TX	11.6516815193029	15.4725592639722	19.2934370086415	23.1143147533108
ARI	US	10.4648426922243	13.8181574261492	17.1714721600741	20.524786893999
ARI	UT	10.8931248279202	14.916684224283	18.9402436206458	22.9638030170086
ARI	VA	12.1658602931845	16.7785328242972	21.3912053554099	26.0038778865227
ARI	VT	10.9177788316109	15.0677948691483	19.2178109066857	23.3678269442231
ARI	WA	12.2895232596611	17.3144751055576	22.3394269514541	27.3643787973506
ARI	WI	10.604721131927	14.4005766476894	18.1964321634519	21.9922876792143
ARI	WV	11.0197618734323	15.6814338737168	20.3431058740013	25.0047778742858
ARI	WY	9.62666199404063	13.6752626336958	17.723863273351	21.7724639130062
COVID-19	AK	0.910853966945788	2.45917900621476	4.00750404548373	5.5558290847527
COVID-19	AL	0.721251202776328	2.46576569857216	4.210280194368	5.9547946901638404
COVID-19	AR	0.45144584816555	1.40132733439487	2.35120882062419	3.30109030685351
COVID-19	AZ	0.84685830428958	2.16651677001998	3.48617523575039	4.80583370148079
COVID-19	CA	0.558108660515558	1.73564597703968	2.9131832935638	4.09072061008792
COVID-19	CO	0.697231245966627	1.74398516098764	2.79073907600865	3.83749299102966
COVID-19	CT	0.56429242884738	1.78858048168432	3.01286853452126	4.23715658735821
COVID-19	DC	0.526433374147159	1.7120674978765	2.89770162160584	4.08333574533518
COVID-19	DE	0.500070197051349	1.50823954874698	2.51640890044261	3.52457825213824
COVID-19	FL	1.1049827880024	2.55967138225653	4.01435997651066	5.46904857076479
COVID-19	GA	0.448875073863044	1.20225812238962	1.95564117091619	2.70902421944277
COVID-19	GU	1.70022224239727	4.32394716960283	6.94767209680839	9.57139702401395
COVID-19	HI	1.3848702406628	2.95422375691452	4.52357727316624	6.09293078941796
COVID-19	IA	0.705216900119656	1.94461409079116	3.18401128146266	4.42340847213416
COVID-19	ID	0.517549129078217	1.88616706393311	3.254784998788	4.62340293364289
COVID-19	IL	0.629502061203994	1.64890993897819	2.66831781675239	3.68772569452659
COVID-19	IN	0.439965735656953	1.72767209988354	3.01537846411012	4.3030848283367
COVID-19	KS	0.355420758935411	1.55048130444068	2.74554184994595	3.94060239545123
COVID-19	KY	0.909576325747603	2.17315690355804	3.43673748136848	4.70031805917892
COVID-19	LA	0.654250121285289	2.6066092423007	4.55896836331611	6.51132748433152
COVID-19	MA	0.651185991880751	1.82948468746477	3.0077833830488	4.18608207863282
COVID-19	MD	0.546305741007218	1.60834266260778	2.67037958420835	3.73241650580891
COVID-19	ME	0.69510471408335	1.76495953583068	2.83481435757801	3.90466917932534
COVID-19	MI	0.564815218447782	1.62113070346039	2.677446188473	3.7337616734856
COVID-19	MN	0.586214555636831	1.57378125785207	2.56134796006731	3.54891466228255
COVID-19	MO	0.00793462807198301	0.0312817613746453	0.0546288946773075	0.0779760279799697
COVID-19	MS	0.6964788841527	2.14702473660205	3.59757058905141	5.04811644150076
COVID-19	MT	0.818830191937599	2.03213980315244	3.24544941436727	4.45875902558211
COVID-19	NC	0.957637497938248	2.34620243383482	3.73476736973139	5.12333230562796
COVID-19	ND	0.699611618838267	1.867781287173	3.03595095550773	4.20412062384246
COVID-19	NE	0.308022398798573	1.3132531948107	2.31848399082282	3.32371478683494
COVID-19	NH	0.555696355548634	1.47316381552908	2.39063127550954	3.30809873548999
COVID-19	NJ	0.429078579510625	1.40677814171534	2.38447770392005	3.36217726612477
COVID-19	NM	1.20519051983787	2.8005977044009	4.39600488896392	5.99141207352695
COVID-19	NV	0.554330593283608	1.9522803599949	3.35023012670618	4.74817989341747
COVID-19	NY	0.450918945714812	1.26656212007167	2.08220529442853	2.89784846878539
COVID-19	OH	0.428391015969636	1.5444863442969	2.66058167262416	3.77667700095142
COVID-19	OK	0.451722004139253	1.60750109481465	2.76328018549005	3.91905927616545
COVID-19	OR	0.721723680396138	1.90299855149265	3.08427342258916	4.26554829368567
COVID-19	PA	0.400993530421904	1.22890460427557	2.05681567812923	2.88472675198289
COVID-19	RI	0.42262534696292	1.33998691303549	2.25734847910806	3.17471004518063
COVID-19	SC	0.779678647853532	2.21360504445429	3.64753144105504	5.0814578376558
COVID-19	SD	0.463047734076824	1.25261668291056	2.04218563174429	2.83175458057803
COVID-19	TN	0.738046426680436	1.92739752851377	3.1167486303471	4.30609973218043
COVID-19	TX	0.565954504897554	2.0777207241502	3.58948694340284	5.10125316265549
COVID-19	US	0.601509069090881	1.70419326288427	2.80687745667766	3.90956165047104
COVID-19	UT	0.801491794024371	2.27392276043664	3.7463537268489	5.21878469326117
COVID-19	VA	0.613311182232651	1.96038096836806	3.30745075450347	4.65452054063888
COVID-19	VT	0.575327309281069	1.50341128784659	2.43149526641212	3.35957924497764
COVID-19	WA	0.871115374009525	2.2004050199449	3.52969466588027	4.85898431181564
COVID-19	WI	0.527507482921962	1.43534356986904	2.34317965681611	3.25101574376319
COVID-19	WV	0.57679671134205	1.98858985883762	3.4003830063332	4.81217615382877
COVID-19	WY	0.791321117375274	2.25557531691173	3.7198295164482	5.18408371598466
Influenza	AK	0.980271843148604	3.27706539993575	5.57385895672289	7.87065251351003
Influenza	AL	0.405774191534674	3.37678721933339	6.3478002471321	9.31881327493081
Influenza	AR	0.407918012977306	2.61327017610197	4.81862233922664	7.02397450235131
Influenza	AZ	0.416088204662123	2.14117700133523	3.86626579800833	5.59135459468143
Influenza	CA	0.226327183316214	1.69160209129706	3.15687699927791	4.62215190725875
Influenza	CO	0.185509100201764	1.61218388046304	3.03885866072432	4.4655334409856
Influenza	CT	0.20507343794368	2.16808276690581	4.13109209586794	6.09410142483008
Influenza	DC	0.159476150800101	1.86715984989864	3.57484354899718	5.28252724809572
Influenza	DE	0.109073949476632	2.17023351649464	4.23139308351265	6.29255265053066
Influenza	FL	0.836011839170292	2.08527355145154	3.3345352637328	4.58379697601405
Influenza	GA	0.332114011595581	2.16634716346359	4.0005803153316	5.83481346719961
Influenza	GU	1.36987145456657	2.3958246435565	3.42177783254644	4.44773102153638
Influenza	HI	1.20634438328273	2.05152708478552	2.89670978628831	3.7418924877911
Influenza	IA	0.310883509962675	2.24681588824838	4.18274826653409	6.1186806448198
Influenza	ID	0.173518705997438	2.21977276605722	4.266026826117	6.31228088617678
Influenza	IL	0.219024609883691	2.67487242237358	5.13072023486347	7.58656804735336
Influenza	IN	0.190640113402513	2.95231071385513	5.71398131430775	8.47565191476036
Influenza	KS	0.160408294434422	2.10476923765141	4.0491301808684	5.99349112408539
Influenza	KY	0.269116155766922	3.49935688483254	6.72959761389816	9.95983834296378
Influenza	LA	0.525503676488859	2.92567479862962	5.32584592077039	7.72601704291115
Influenza	MA	0.214661386007536	2.07116867971577	3.927675973424	5.78418326713223
Influenza	MD	0.166566858410208	2.04985748878942	3.93314811916863	5.81643874954784
Influenza	ME	0.156056147912831	2.72861981621678	5.30118348452072	7.87374715282467
Influenza	MI	0.198899383681348	2.44068490779078	4.68247043190021	6.92425595600964
