.draw	date	hosp	location
3576	2023-11-08	11	DC
3576	2023-11-09	11	DC
3576	2023-11-10	15	DC
3576	2023-11-11	3	DC
3576	2023-11-12	5	DC
3576	2023-11-13	14	DC
3576	2023-11-14	19	DC
3576	2023-11-15	9	DC
3576	2023-11-16	7	DC
3576	2023-11-17	11	DC
3576	2023-11-18	3	DC
3576	2023-11-19	6	DC
3620	2023-10-21	0	DC
3620	2023-10-22	1	DC
3620	2023-10-23	1	DC
3620	2023-10-24	1	DC
3620	2023-10-25	0	DC
3620	2023-10-26	0	DC
3620	2023-10-27	0	DC
3620	2023-10-28	0	DC
3620	2023-10-29	0	DC
3620	2023-10-30	1	DC
3620	2023-10-31	0	DC
3620	2023-11-01	0	DC
3620	2023-11-02	0	DC
3620	2023-11-03	0	DC
3620	2023-11-04	0	DC
3620	2023-11-05	0	DC
3620	2023-11-06	0	DC
3620	2023-11-07	0	DC
3620	2023-11-08	0	DC
3620	2023-11-09	0	DC
3620	2023-11-10	0	DC
3620	2023-11-11	0	DC
3620	2023-11-12	0	DC
3620	2023-11-13	0	DC
3620	2023-11-14	0	DC
3620	2023-11-15	0	DC
3620	2023-11-16	0	DC
3620	2023-11-17	0	DC
3620	2023-11-18	1	DC
3620	2023-11-19	0	DC
3666	2023-10-21	0	DC
3666	2023-10-22	1	DC
3666	2023-10-23	0	DC
3666	2023-10-24	0	DC
3666	2023-10-25	0	DC
3666	2023-10-26	0	DC
3666	2023-10-27	0	DC
3666	2023-10-28	0	DC
3666	2023-10-29	0	DC
3666	2023-10-30	0	DC
3666	2023-10-31	0	DC
3666	2023-11-01	1	DC
3666	2023-11-02	0	DC
3666	2023-11-03	0	DC
3666	2023-11-04	2	DC
3666	2023-11-05	1	DC
3666	2023-11-06	0	DC
3666	2023-11-07	1	DC
3666	2023-11-08	1	DC
3666	2023-11-09	0	DC
3666	2023-11-10	0	DC
3666	2023-11-11	0	DC
3666	2023-11-12	2	DC
3666	2023-11-13	0	DC
3666	2023-11-14	1	DC
3666	2023-11-15	1	DC
3666	2023-11-16	0	DC
3666	2023-11-17	0	DC
3666	2023-11-18	1	DC
3666	2023-11-19	1	DC
3709	2023-10-21	1	DC
3709	2023-10-22	0	DC
3709	2023-10-23	1	DC
3709	2023-10-24	0	DC
3709	2023-10-25	2	DC
3709	2023-10-26	1	DC
3709	2023-10-27	3	DC
3709	2023-10-28	0	DC
3709	2023-10-29	1	DC
3709	2023-10-30	1	DC
3709	2023-10-31	2	DC
3709	2023-11-01	0	DC
3709	2023-11-02	1	DC
3709	2023-11-03	0	DC
3709	2023-11-04	1	DC
3709	2023-11-05	6	DC
3709	2023-11-06	0	DC
3709	2023-11-07	1	DC
3709	2023-11-08	3	DC
3709	2023-11-09	2	DC
3709	2023-11-10	0	DC
3709	2023-11-11	4	DC
3709	2023-11-12	2	DC
3709	2023-11-13	3	DC
3709	2023-11-14	1	DC
3709	2023-11-15	1	DC
3709	2023-11-16	4	DC
3709	2023-11-17	4	DC
3709	2023-11-18	0	DC
3709	2023-11-19	3	DC
3844	2023-10-21	1	DC
3844	2023-10-22	0	DC
3844	2023-10-23	0	DC
3844	2023-10-24	0	DC
3844	2023-10-25	0	DC
3844	2023-10-26	0	DC
3844	2023-10-27	1	DC
3844	2023-10-28	0	DC
3844	2023-10-29	2	DC
3844	2023-10-30	0	DC
3844	2023-10-31	1	DC
3844	2023-11-01	0	DC
3844	2023-11-02	0	DC
3844	2023-11-03	0	DC
3844	2023-11-04	2	DC
3844	2023-11-05	2	DC
3844	2023-11-06	0	DC
3844	2023-11-07	1	DC
3844	2023-11-08	1	DC
3844	2023-11-09	0	DC
3844	2023-11-10	0	DC
3844	2023-11-11	0	DC
3844	2023-11-12	1	DC
3844	2023-11-13	0	DC
3844	2023-11-14	0	DC
3844	2023-11-15	1	DC
3844	2023-11-16	0	DC
3844	2023-11-17	0	DC
3844	2023-11-18	1	DC
3844	2023-11-19	0	DC
3892	2023-10-21	1	DC
3892	2023-10-22	0	DC
3892	2023-10-23	1	DC
3892	2023-10-24	0	DC
3892	2023-10-25	0	DC
3892	2023-10-26	0	DC
3892	2023-10-27	0	DC
3892	2023-10-28	0	DC
3892	2023-10-29	2	DC
3892	2023-10-30	0	DC
3892	2023-10-31	0	DC
3892	2023-11-01	0	DC
3892	2023-11-02	0	DC
3892	2023-11-03	0	DC
3892	2023-11-04	0	DC
3892	2023-11-05	0	DC
3892	2023-11-06	0	DC
3892	2023-11-07	0	DC
3892	2023-11-08	0	DC
3892	2023-11-09	1	DC
3892	2023-11-10	2	DC
3892	2023-11-11	0	DC
3892	2023-11-12	1	DC
3892	2023-11-13	0	DC
3892	2023-11-14	0	DC
3892	2023-11-15	0	DC
3892	2023-11-16	1	DC
3892	2023-11-17	0	DC
3892	2023-11-18	1	DC
3892	2023-11-19	0	DC
3914	2023-10-21	1	DC
3914	2023-10-22	1	DC
3914	2023-10-23	0	DC
3914	2023-10-24	0	DC
3914	2023-10-25	1	DC
3914	2023-10-26	0	DC
3914	2023-10-27	1	DC
3914	2023-10-28	1	DC
3914	2023-10-29	0	DC
3914	2023-10-30	0	DC
3914	2023-10-31	3	DC
3914	2023-11-01	2	DC
3914	2023-11-02	0	DC
3914	2023-11-03	3	DC
3914	2023-11-04	4	DC
3914	2023-11-05	1	DC
3914	2023-11-06	5	DC
3914	2023-11-07	5	DC
3914	2023-11-08	4	DC
3914	2023-11-09	8	DC
3914	2023-11-10	10	DC
3914	2023-11-11	12	DC
3914	2023-11-12	6	DC
3914	2023-11-13	12	DC
3914	2023-11-14	3	DC
3914	2023-11-15	11	DC
3914	2023-11-16	10	DC
3914	2023-11-17	9	DC
3914	2023-11-18	9	DC
3914	2023-11-19	17	DC
3971	2023-10-21	0	DC
3971	2023-10-22	0	DC
3971	2023-10-23	0	DC
3971	2023-10-24	2	DC
3971	2023-10-25	0	DC
3971	2023-10-26	0	DC
3971	2023-10-27	1	DC
3971	2023-10-28	0	DC
3971	2023-10-29	1	DC
3971	2023-10-30	0	DC
3971	2023-10-31	0	DC
3971	2023-11-01	2	DC
3971	2023-11-02	0	DC
3971	2023-11-03	1	DC
3971	2023-11-04	0	DC
3971	2023-11-05	0	DC
3971	2023-11-06	0	DC
3971	2023-11-07	0	DC
3971	2023-11-08	0	DC
3971	2023-11-09	0	DC
3971	2023-11-10	0	DC
3971	2023-11-11	0	DC
3971	2023-11-12	0	DC
3971	2023-11-13	1	DC
3971	2023-11-14	0	DC
3971	2023-11-15	1	DC
3971	2023-11-16	0	DC
3971	2023-11-17	0	DC
3971	2023-11-18	0	DC
3971	2023-11-19	0	DC
3991	2023-10-21	0	DC
3991	2023-10-22	0	DC
3991	2023-10-23	0	DC
3991	2023-10-24	0	DC
3991	2023-10-25	0	DC
3991	2023-10-26	0	DC
3991	2023-10-27	0	DC
3991	2023-10-28	0	DC
3991	2023-10-29	0	DC
3991	2023-10-30	0	DC
3991	2023-10-31	1	DC
3991	2023-11-01	0	DC
3991	2023-11-02	0	DC
3991	2023-11-03	1	DC
3991	2023-11-04	0	DC
3991	2023-11-05	1	DC
3991	2023-11-06	1	DC
3991	2023-11-07	0	DC
3991	2023-11-08	0	DC
3991	2023-11-09	0	DC
3991	2023-11-10	0	DC
3991	2023-11-11	0	DC
3991	2023-11-12	1	DC
3991	2023-11-13	0	DC
3991	2023-11-14	0	DC
3991	2023-11-15	0	DC
3991	2023-11-16	1	DC
3991	2023-11-17	1	DC
3991	2023-11-18	0	DC
3991	2023-11-19	0	DC
18	2023-10-21	0	UT
18	2023-10-22	1	UT
18	2023-10-23	1	UT
18	2023-10-24	3	UT
18	2023-10-25	1	UT
18	2023-10-26	0	UT
18	2023-10-27	2	UT
18	2023-10-28	4	UT
18	2023-10-29	1	UT
18	2023-10-30	1	UT
18	2023-10-31	4	UT
18	2023-11-01	0	UT
18	2023-11-02	1	UT
18	2023-11-03	7	UT
18	2023-11-04	3	UT
18	2023-11-05	6	UT
18	2023-11-06	4	UT
18	2023-11-07	3	UT
18	2023-11-08	4	UT
18	2023-11-09	3	UT
18	2023-11-10	7	UT
18	2023-11-11	11	UT
18	2023-11-12	9	UT
18	2023-11-13	7	UT
18	2023-11-14	8	UT
18	2023-11-15	4	UT
18	2023-11-16	17	UT
18	2023-11-17	15	UT
18	2023-11-18	10	UT
18	2023-11-19	20	UT
30	2023-10-21	0	UT
30	2023-10-22	0	UT
30	2023-10-23	1	UT
30	2023-10-24	1	UT
30	2023-10-25	0	UT
30	2023-10-26	0	UT
30	2023-10-27	1	UT
30	2023-10-28	0	UT
30	2023-10-29	0	UT
30	2023-10-30	0	UT
30	2023-10-31	0	UT
30	2023-11-01	0	UT
30	2023-11-02	0	UT
30	2023-11-03	1	UT
30	2023-11-04	0	UT
30	2023-11-05	0	UT
30	2023-11-06	1	UT
30	2023-11-07	0	UT
30	2023-11-08	1	UT
30	2023-11-09	1	UT
30	2023-11-10	2	UT
30	2023-11-11	0	UT
30	2023-11-12	0	UT
30	2023-11-13	0	UT
30	2023-11-14	0	UT
30	2023-11-15	0	UT
30	2023-11-16	0	UT
30	2023-11-17	0	UT
30	2023-11-18	0	UT
30	2023-11-19	0	UT
43	2023-10-21	0	UT
43	2023-10-22	0	UT
43	2023-10-23	1	UT
43	2023-10-24	0	UT
43	2023-10-25	0	UT
43	2023-10-26	0	UT
43	2023-10-27	0	UT
43	2023-10-28	0	UT
43	2023-10-29	1	UT
43	2023-10-30	0	UT
43	2023-10-31	0	UT
43	2023-11-01	0	UT
43	2023-11-02	0	UT
43	2023-11-03	2	UT
43	2023-11-04	0	UT
43	2023-11-05	0	UT
43	2023-11-06	0	UT
43	2023-11-07	0	UT
43	2023-11-08	0	UT
43	2023-11-09	0	UT
43	2023-11-10	1	UT
43	2023-11-11	0	UT
43	2023-11-12	0	UT
43	2023-11-13	1	UT
43	2023-11-14	0	UT
43	2023-11-15	1	UT
43	2023-11-16	0	UT
43	2023-11-17	1	UT
43	2023-11-18	0	UT
43	2023-11-19	0	UT
114	2023-10-21	0	UT
114	2023-10-22	0	UT
114	2023-10-23	1	UT
114	2023-10-24	0	UT
114	2023-10-25	1	UT
114	2023-10-26	1	UT
114	2023-10-27	3	UT
114	2023-10-28	0	UT
114	2023-10-29	2	UT
114	2023-10-30	1	UT
114	2023-10-31	1	UT
114	2023-11-01	1	UT
114	2023-11-02	3	UT
114	2023-11-03	0	UT
114	2023-11-04	0	UT
114	2023-11-05	0	UT
114	2023-11-06	0	UT
114	2023-11-07	0	UT
114	2023-11-08	0	UT
114	2023-11-09	4	UT
114	2023-11-10	0	UT
114	2023-11-11	2	UT
114	2023-11-12	0	UT
114	2023-11-13	2	UT
114	2023-11-14	1	UT
114	2023-11-15	1	UT
114	2023-11-16	2	UT
114	2023-11-17	1	UT
114	2023-11-18	0	UT
114	2023-11-19	0	UT
128	2023-10-21	0	UT
128	2023-10-22	0	UT
128	2023-10-23	1	UT
128	2023-10-24	0	UT
128	2023-10-25	1	UT
128	2023-10-26	0	UT
128	2023-10-27	1	UT
128	2023-10-28	0	UT
128	2023-10-29	0	UT
128	2023-10-30	0	UT
128	2023-10-31	1	UT
128	2023-11-01	2	UT
128	2023-11-02	1	UT
128	2023-11-03	1	UT
128	2023-11-04	0	UT
128	2023-11-05	0	UT
128	2023-11-06	0	UT
128	2023-11-07	0	UT
128	2023-11-08	0	UT
128	2023-11-09	2	UT
128	2023-11-10	2	UT
128	2023-11-11	1	UT
128	2023-11-12	2	UT
128	2023-11-13	0	UT
128	2023-11-14	3	UT
128	2023-11-15	2	UT
128	2023-11-16	0	UT
128	2023-11-17	0	UT
128	2023-11-18	0	UT
128	2023-11-19	0	UT
175	2023-10-21	1	UT
175	2023-10-22	1	UT
175	2023-10-23	1	UT
175	2023-10-24	0	UT
175	2023-10-25	1	UT
175	2023-10-26	0	UT
175	2023-10-27	0	UT
175	2023-10-28	0	UT
175	2023-10-29	1	UT
175	2023-10-30	1	UT
175	2023-10-31	1	UT
175	2023-11-01	0	UT
175	2023-11-02	0	UT
175	2023-11-03	0	UT
175	2023-11-04	0	UT
175	2023-11-05	0	UT
175	2023-11-06	0	UT
175	2023-11-07	0	UT
175	2023-11-08	1	UT
175	2023-11-09	1	UT
175	2023-11-10	1	UT
175	2023-11-11	0	UT
175	2023-11-12	1	UT
175	2023-11-13	0	UT
175	2023-11-14	2	UT
175	2023-11-15	1	UT
175	2023-11-16	1	UT
175	2023-11-17	4	UT
175	2023-11-18	1	UT
175	2023-11-19	2	UT
177	2023-10-21	0	UT
177	2023-10-22	0	UT
177	2023-10-23	0	UT
177	2023-10-24	0	UT
177	2023-10-25	0	UT
177	2023-10-26	0	UT
177	2023-10-27	0	UT
177	2023-10-28	0	UT
177	2023-10-29	0	UT
177	2023-10-30	0	UT
177	2023-10-31	0	UT
177	2023-11-01	0	UT
177	2023-11-02	0	UT
177	2023-11-03	0	UT
177	2023-11-04	1	UT
177	2023-11-05	0	UT
177	2023-11-06	0	UT
177	2023-11-07	0	UT
177	2023-11-08	0	UT
177	2023-11-09	0	UT
177	2023-11-10	0	UT
177	2023-11-11	0	UT
177	2023-11-12	0	UT
177	2023-11-13	0	UT
177	2023-11-14	1	UT
177	2023-11-15	0	UT
177	2023-11-16	0	UT
177	2023-11-17	0	UT
177	2023-11-18	0	UT
177	2023-11-19	0	UT
187	2023-10-21	0	UT
187	2023-10-22	0	UT
187	2023-10-23	0	UT
187	2023-10-24	0	UT
187	2023-10-25	1	UT
187	2023-10-26	1	UT
187	2023-10-27	1	UT
187	2023-10-28	0	UT
187	2023-10-29	0	UT
187	2023-10-30	0	UT
187	2023-10-31	0	UT
187	2023-11-01	0	UT
187	2023-11-02	0	UT
187	2023-11-03	0	UT
187	2023-11-04	0	UT
187	2023-11-05	0	UT
187	2023-11-06	0	UT
187	2023-11-07	0	UT
187	2023-11-08	1	UT
187	2023-11-09	0	UT
187	2023-11-10	1	UT
187	2023-11-11	0	UT
187	2023-11-12	1	UT
187	2023-11-13	0	UT
187	2023-11-14	0	UT
187	2023-11-15	1	UT
187	2023-11-16	0	UT
187	2023-11-17	0	UT
187	2023-11-18	0	UT
187	2023-11-19	0	UT
194	2023-10-21	0	UT
194	2023-10-22	1	UT
194	2023-10-23	2	UT
194	2023-10-24	4	UT
194	2023-10-25	1	UT
194	2023-10-26	2	UT
194	2023-10-27	1	UT
194	2023-10-28	0	UT
194	2023-10-29	2	UT
194	2023-10-30	0	UT
194	2023-10-31	1	UT
194	2023-11-01	0	UT
194	2023-11-02	2	UT
194	2023-11-03	0	UT
194	2023-11-04	1	UT
194	2023-11-05	0	UT
194	2023-11-06	0	UT
194	2023-11-07	0	UT
194	2023-11-08	0	UT
194	2023-11-09	0	UT
194	2023-11-10	0	UT
194	2023-11-11	0	UT
194	2023-11-12	0	UT
194	2023-11-13	0	UT
194	2023-11-14	0	UT
194	2023-11-15	0	UT
194	2023-11-16	0	UT
194	2023-11-17	0	UT
194	2023-11-18	0	UT
194	2023-11-19	0	UT
202	2023-10-21	0	UT
202	2023-10-22	2	UT
202	2023-10-23	0	UT
202	2023-10-24	0	UT
202	2023-10-25	1	UT
202	2023-10-26	0	UT
202	2023-10-27	0	UT
202	2023-10-28	0	UT
202	2023-10-29	0	UT
202	2023-10-30	0	UT
202	2023-10-31	2	UT
202	2023-11-01	1	UT
202	2023-11-02	1	UT
202	2023-11-03	2	UT
202	2023-11-04	0	UT
202	2023-11-05	0	UT
202	2023-11-06	1	UT
202	2023-11-07	0	UT
202	2023-11-08	1	UT
202	2023-11-09	1	UT
202	2023-11-10	0	UT
202	2023-11-11	0	UT
202	2023-11-12	1	UT
202	2023-11-13	1	UT
202	2023-11-14	1	UT
202	2023-11-15	1	UT
202	2023-11-16	0	UT
202	2023-11-17	0	UT
202	2023-11-18	1	UT
202	2023-11-19	0	UT
223	2023-10-21	1	UT
223	2023-10-22	1	UT
223	2023-10-23	3	UT
223	2023-10-24	3	UT
223	2023-10-25	2	UT
223	2023-10-26	1	UT
223	2023-10-27	1	UT
223	2023-10-28	5	UT
223	2023-10-29	4	UT
223	2023-10-30	0	UT
223	2023-10-31	2	UT
223	2023-11-01	1	UT
223	2023-11-02	3	UT
223	2023-11-03	6	UT
223	2023-11-04	1	UT
223	2023-11-05	3	UT
223	2023-11-06	7	UT
223	2023-11-07	6	UT
223	2023-11-08	11	UT
223	2023-11-09	15	UT
223	2023-11-10	8	UT
223	2023-11-11	7	UT
223	2023-11-12	8	UT
223	2023-11-13	9	UT
223	2023-11-14	13	UT
223	2023-11-15	11	UT
223	2023-11-16	29	UT
223	2023-11-17	16	UT
223	2023-11-18	14	UT
223	2023-11-19	16	UT
478	2023-10-21	1	UT
478	2023-10-22	0	UT
478	2023-10-23	0	UT
478	2023-10-24	0	UT
478	2023-10-25	0	UT
478	2023-10-26	1	UT
478	2023-10-27	0	UT
478	2023-10-28	0	UT
478	2023-10-29	1	UT
478	2023-10-30	0	UT
478	2023-10-31	0	UT
478	2023-11-01	0	UT
478	2023-11-02	1	UT
478	2023-11-03	0	UT
478	2023-11-04	0	UT
478	2023-11-05	1	UT
478	2023-11-06	1	UT
478	2023-11-07	0	UT
478	2023-11-08	1	UT
478	2023-11-09	0	UT
478	2023-11-10	0	UT
478	2023-11-11	1	UT
478	2023-11-12	0	UT
478	2023-11-13	0	UT
478	2023-11-14	1	UT
478	2023-11-15	1	UT
478	2023-11-16	2	UT
478	2023-11-17	3	UT
478	2023-11-18	1	UT
478	2023-11-19	0	UT
730	2023-10-21	0	UT
730	2023-10-22	1	UT
730	2023-10-23	1	UT
730	2023-10-24	1	UT
730	2023-10-25	3	UT
730	2023-10-26	2	UT
730	2023-10-27	3	UT
730	2023-10-28	2	UT
730	2023-10-29	2	UT
730	2023-10-30	11	UT
730	2023-10-31	7	UT
730	2023-11-01	8	UT
730	2023-11-02	13	UT
730	2023-11-03	12	UT
730	2023-11-04	1	UT
730	2023-11-05	5	UT
730	2023-11-06	21	UT
730	2023-11-07	20	UT
730	2023-11-08	28	UT
730	2023-11-09	40	UT
730	2023-11-10	56	UT
730	2023-11-11	21	UT
730	2023-11-12	27	UT
730	2023-11-13	52	UT
730	2023-11-14	122	UT
730	2023-11-15	83	UT
730	2023-11-16	140	UT
730	2023-11-17	111	UT
730	2023-11-18	50	UT
730	2023-11-19	57	UT
737	2023-10-21	0	UT
737	2023-10-22	0	UT
737	2023-10-23	0	UT
737	2023-10-24	0	UT
737	2023-10-25	0	UT
737	2023-10-26	0	UT
737	2023-10-27	0	UT
737	2023-10-28	0	UT
737	2023-10-29	2	UT
737	2023-10-30	0	UT
737	2023-10-31	1	UT
737	2023-11-01	0	UT
737	2023-11-02	1	UT
737	2023-11-03	1	UT
737	2023-11-04	0	UT
737	2023-11-05	0	UT
737	2023-11-06	0	UT
737	2023-11-07	0	UT
737	2023-11-08	0	UT
737	2023-11-09	0	UT
737	2023-11-10	0	UT
737	2023-11-11	0	UT
737	2023-11-12	0	UT
737	2023-11-13	0	UT
737	2023-11-14	0	UT
737	2023-11-15	0	UT
737	2023-11-16	0	UT
737	2023-11-17	0	UT
737	2023-11-18	0	UT
737	2023-11-19	0	UT
819	2023-10-21	1	UT
819	2023-10-22	0	UT
819	2023-10-23	0	UT
819	2023-10-24	0	UT
819	2023-10-25	0	UT
819	2023-10-26	0	UT
819	2023-10-27	1	UT
819	2023-10-28	0	UT
819	2023-10-29	0	UT
819	2023-10-30	2	UT
819	2023-10-31	1	UT
819	2023-11-01	0	UT
819	2023-11-02	0	UT
819	2023-11-03	1	UT
819	2023-11-04	1	UT
819	2023-11-05	0	UT
819	2023-11-06	1	UT
819	2023-11-07	2	UT
819	2023-11-08	0	UT
819	2023-11-09	1	UT
819	2023-11-10	1	UT
819	2023-11-11	0	UT
819	2023-11-12	0	UT
819	2023-11-13	0	UT
819	2023-11-14	0	UT
819	2023-11-15	1	UT
819	2023-11-16	0	UT
819	2023-11-17	0	UT
819	2023-11-18	0	UT
819	2023-11-19	2	UT
839	2023-10-21	0	UT
839	2023-10-22	0	UT
839	2023-10-23	0	UT
839	2023-10-24	2	UT
839	2023-10-25	2	UT
839	2023-10-26	1	UT
839	2023-10-27	4	UT
839	2023-10-28	1	UT
839	2023-10-29	0	UT
839	2023-10-30	0	UT
839	2023-10-31	0	UT
839	2023-11-01	0	UT
839	2023-11-02	0	UT
839	2023-11-03	0	UT
839	2023-11-04	0	UT
839	2023-11-05	0	UT
839	2023-11-06	2	UT
839	2023-11-07	2	UT
839	2023-11-08	1	UT
839	2023-11-09	2	UT
839	2023-11-10	2	UT
839	2023-11-11	0	UT
839	2023-11-12	0	UT
839	2023-11-13	1	UT
839	2023-11-14	3	UT
839	2023-11-15	3	UT
839	2023-11-16	2	UT
839	2023-11-17	2	UT
839	2023-11-18	0	UT
839	2023-11-19	0	UT
854	2023-10-21	1	UT
854	2023-10-22	1	UT
854	2023-10-23	4	UT
854	2023-10-24	2	UT
854	2023-10-25	4	UT
854	2023-10-26	3	UT
854	2023-10-27	1	UT
854	2023-10-28	0	UT
854	2023-10-29	4	UT
854	2023-10-30	5	UT
854	2023-10-31	7	UT
854	2023-11-01	10	UT
854	2023-11-02	2	UT
854	2023-11-03	11	UT
854	2023-11-04	2	UT
854	2023-11-05	7	UT
854	2023-11-06	1	UT
854	2023-11-07	2	UT
854	2023-11-08	8	UT
854	2023-11-09	8	UT
854	2023-11-10	8	UT
854	2023-11-11	6	UT
854	2023-11-12	0	UT
854	2023-11-13	10	UT
854	2023-11-14	12	UT
854	2023-11-15	21	UT
854	2023-11-16	14	UT
854	2023-11-17	12	UT
854	2023-11-18	6	UT
854	2023-11-19	5	UT
932	2023-10-21	1	UT
932	2023-10-22	0	UT
932	2023-10-23	0	UT
932	2023-10-24	1	UT
932	2023-10-25	0	UT
932	2023-10-26	0	UT
932	2023-10-27	1	UT
932	2023-10-28	2	UT
932	2023-10-29	1	UT
932	2023-10-30	0	UT
932	2023-10-31	2	UT
932	2023-11-01	1	UT
932	2023-11-02	0	UT
932	2023-11-03	3	UT
932	2023-11-04	0	UT
932	2023-11-05	0	UT
932	2023-11-06	1	UT
932	2023-11-07	3	UT
932	2023-11-08	1	UT
932	2023-11-09	1	UT
932	2023-11-10	2	UT
932	2023-11-11	3	UT
932	2023-11-12	3	UT
932	2023-11-13	4	UT
932	2023-11-14	0	UT
932	2023-11-15	4	UT
932	2023-11-16	2	UT
932	2023-11-17	4	UT
932	2023-11-18	3	UT
932	2023-11-19	0	UT
949	2023-10-21	1	UT
949	2023-10-22	0	UT
949	2023-10-23	0	UT
949	2023-10-24	2	UT
949	2023-10-25	0	UT
949	2023-10-26	0	UT
949	2023-10-27	1	UT
949	2023-10-28	1	UT
949	2023-10-29	1	UT
949	2023-10-30	1	UT
949	2023-10-31	0	UT
949	2023-11-01	1	UT
949	2023-11-02	2	UT
949	2023-11-03	0	UT
949	2023-11-04	0	UT
949	2023-11-05	1	UT
949	2023-11-06	0	UT
949	2023-11-07	2	UT
949	2023-11-08	2	UT
949	2023-11-09	2	UT
949	2023-11-10	1	UT
949	2023-11-11	2	UT
949	2023-11-12	0	UT
949	2023-11-13	1	UT
949	2023-11-14	1	UT
949	2023-11-15	0	UT
949	2023-11-16	3	UT
949	2023-11-17	0	UT
949	2023-11-18	0	UT
949	2023-11-19	1	UT
983	2023-10-21	0	UT
983	2023-10-22	0	UT
983	2023-10-23	0	UT
983	2023-10-24	0	UT
983	2023-10-25	0	UT
983	2023-10-26	1	UT
983	2023-10-27	0	UT
983	2023-10-28	0	UT
983	2023-10-29	0	UT
983	2023-10-30	0	UT
983	2023-10-31	0	UT
983	2023-11-01	0	UT
983	2023-11-02	0	UT
983	2023-11-03	0	UT
983	2023-11-04	2	UT
983	2023-11-05	2	UT
983	2023-11-06	0	UT
983	2023-11-07	0	UT
983	2023-11-08	1	UT
983	2023-11-09	0	UT
983	2023-11-10	0	UT
983	2023-11-11	0	UT
983	2023-11-12	0	UT
983	2023-11-13	0	UT
983	2023-11-14	1	UT
983	2023-11-15	0	UT
983	2023-11-16	0	UT
983	2023-11-17	0	UT
983	2023-11-18	0	UT
983	2023-11-19	0	UT
1016	2023-10-21	0	UT
1016	2023-10-22	0	UT
1016	2023-10-23	0	UT
1016	2023-10-24	0	UT
1016	2023-10-25	0	UT
1016	2023-10-26	0	UT
1016	2023-10-27	0	UT
1016	2023-10-28	0	UT
1016	2023-10-29	1	UT
1016	2023-10-30	0	UT
1016	2023-10-31	0	UT
1016	2023-11-01	2	UT
1016	2023-11-02	1	UT
1016	2023-11-03	3	UT
1016	2023-11-04	0	UT
1016	2023-11-05	1	UT
1016	2023-11-06	1	UT
1016	2023-11-07	0	UT
1016	2023-11-08	2	UT
1016	2023-11-09	3	UT
1016	2023-11-10	3	UT
1016	2023-11-11	2	UT
1016	2023-11-12	0	UT
1016	2023-11-13	0	UT
1016	2023-11-14	3	UT
1016	2023-11-15	2	UT
1016	2023-11-16	2	UT
1016	2023-11-17	3	UT
1016	2023-11-18	0	UT
1016	2023-11-19	0	UT
1066	2023-10-21	1	UT
1066	2023-10-22	0	UT
1066	2023-10-23	1	UT
1066	2023-10-24	2	UT
1066	2023-10-25	0	UT
1066	2023-10-26	2	UT
1066	2023-10-27	0	UT
1066	2023-10-28	0	UT
1066	2023-10-29	0	UT
1066	2023-10-30	1	UT
1066	2023-10-31	0	UT
1066	2023-11-01	1	UT
1066	2023-11-02	0	UT
1066	2023-11-03	0	UT
1066	2023-11-04	1	UT
1066	2023-11-05	1	UT
1066	2023-11-06	0	UT
1066	2023-11-07	0	UT
1066	2023-11-08	4	UT
1066	2023-11-09	1	UT
1066	2023-11-10	1	UT
1066	2023-11-11	0	UT
1066	2023-11-12	0	UT
1066	2023-11-13	1	UT
1066	2023-11-14	0	UT
1066	2023-11-15	2	UT
1066	2023-11-16	1	UT
1066	2023-11-17	3	UT
1066	2023-11-18	0	UT
1066	2023-11-19	1	UT
1112	2023-10-21	1	UT
1112	2023-10-22	1	UT
1112	2023-10-23	1	UT
1112	2023-10-24	1	UT
1112	2023-10-25	1	UT
1112	2023-10-26	1	UT
1112	2023-10-27	1	UT
1112	2023-10-28	0	UT
1112	2023-10-29	0	UT
1112	2023-10-30	3	UT
1112	2023-10-31	1	UT
1112	2023-11-01	0	UT
1112	2023-11-02	0	UT
1112	2023-11-03	3	UT
1112	2023-11-04	0	UT
1112	2023-11-05	2	UT
1112	2023-11-06	2	UT
1112	2023-11-07	2	UT
1112	2023-11-08	0	UT
1112	2023-11-09	0	UT
1112	2023-11-10	2	UT
1112	2023-11-11	0	UT
1112	2023-11-12	2	UT
1112	2023-11-13	0	UT
1112	2023-11-14	1	UT
1112	2023-11-15	2	UT
1112	2023-11-16	1	UT
1112	2023-11-17	0	UT
1112	2023-11-18	0	UT
1112	2023-11-19	1	UT
1164	2023-10-21	2	UT
1164	2023-10-22	0	UT
1164	2023-10-23	1	UT
1164	2023-10-24	0	UT
1164	2023-10-25	0	UT
1164	2023-10-26	0	UT
1164	2023-10-27	1	UT
1164	2023-10-28	0	UT
1164	2023-10-29	1	UT
1164	2023-10-30	2	UT
1164	2023-10-31	0	UT
1164	2023-11-01	0	UT
1164	2023-11-02	0	UT
1164	2023-11-03	1	UT
1164	2023-11-04	1	UT
1164	2023-11-05	0	UT
1164	2023-11-06	6	UT
1164	2023-11-07	1	UT
1164	2023-11-08	2	UT
1164	2023-11-09	5	UT
1164	2023-11-10	2	UT
1164	2023-11-11	3	UT
1164	2023-11-12	3	UT
1164	2023-11-13	0	UT
1164	2023-11-14	4	UT
1164	2023-11-15	4	UT
1164	2023-11-16	2	UT
1164	2023-11-17	4	UT
1164	2023-11-18	4	UT
1164	2023-11-19	6	UT
