disease	state_abb	perc_level_low	perc_level_moderate	perc_level_high	perc_level_very_high
COVID-19	NJ	0.343221128896348	1.30571408369479	2.26820703849323	3.23069999329167
COVID-19	NM	0.452792537879756	1.6360497251979	2.81930691251604	4.00256409983419
COVID-19	NV	0.264674954213466	0.73650739399121	1.20833983376895	1.6801722735467
COVID-19	NY	0.323725221036181	1.1711668265627	2.01860843208921	2.86605003761573
COVID-19	OH	0.239325825139815	1.26972058269047	2.30011534024112	3.33051009779178
COVID-19	OK	0.231847820539495	1.03139239719266	1.83093697384582	2.63048155049898
COVID-19	OR	0.300112115067563	1.06095263655821	1.82179315804886	2.5826336795395
COVID-19	PA	0.245119987070577	1.11199944676207	1.97887890645357	2.84575836614506
COVID-19	RI	0.263075626926952	1.19546255237594	2.12784947782493	3.06023640327392
COVID-19	SC	0.372188082489663	1.36865390084013	2.3651197191906	3.36158553754106
COVID-19	SD	0.231116355855723	1.07866814924473	1.92621994263374	2.77377173602275
COVID-19	TN	0.339950023472847	1.0567042546902	1.77345848590755	2.4902127171249
COVID-19	TX	0.385084729721596	1.25307203272421	2.12105933572682	2.98904663872943
COVID-19	US	0.366240973375141	1.14374128775234	1.92124160212954	2.69874191650674
COVID-19	UT	0.372381719745599	1.17360547358549	1.97482922742539	2.77605298126528
COVID-19	VA	0.420699147332304	1.50839672611609	2.59609430489987	3.68379188368366
COVID-19	VT	0.308672208957919	1.26915337618584	2.22963454341376	3.19011571064168
COVID-19	WA	0.350095912323855	1.05065549339632	1.75121507446879	2.45177465554126
COVID-19	WI	0.273269572014802	1.2440252314611	2.2147808909074	3.1855365503537
COVID-19	WV	0.318760713498902	1.73962758646574	3.16049445943258	4.58136133239942
COVID-19	WY	0.423716448346541	1.5019513518131	2.58018625527967	3.65842115874623
Influenza	AK	0.936593753134913	3.47911198151785	6.02163020990079	8.56414843828373
Influenza	AL	0.399154043867923	3.03937896022555	5.67960387658317	8.3198287929408
Influenza	AR	0.344108692987669	2.79703477583344	5.24996085867921	7.70288694152498
Influenza	AZ	0.460621675970584	2.72142661120936	4.98223154644814	7.24303648168692
Influenza	CA	0.2782102583107	1.92253829947471	3.56686634063872	5.21119438180272
Influenza	CO	0.263056809145604	2.5991799069822	4.9353030048188	7.27142610265541
Influenza	CT	0.356579255624613	3.27307221479809	6.18956517397157	9.10605813314505
Influenza	DC	0.260201570188742	2.34602892554603	4.43185628090332	6.51768363626061
Influenza	DE	0.333929895931246	3.03238453283188	5.73083916973251	8.42929380663314
Influenza	FL	0.71906335244625	2.56792153851568	4.41677972458511	6.26563791065454
Influenza	GA	0.215582065061442	2.61162462216544	5.00766717926944	7.40370973637343
Influenza	HI	1.16799272782411	3.19181799458913	5.21564326135416	7.23946852811918
Influenza	IA	0.236045078504481	2.65922598797416	5.08240689744384	7.50558780691352
Influenza	ID	0.265370634987103	2.0328736901175	3.80037674524789	5.56787980037829
Influenza	IL	0.24843752187066	2.51579809238468	4.7831586628987	7.05051923341272
Influenza	IN	0.186044571691482	3.21528764160432	6.24453071151715	9.27377378142998
Influenza	KS	0.190002687619598	2.52499099065285	4.8599792936861	7.19496759671935
Influenza	KY	0.263457886395638	3.67981413781517	7.09617038923471	10.5125266406542
Influenza	LA	0.531942415621186	3.02794921915335	5.52395602268552	8.01996282621769
Influenza	MA	0.331315898122823	2.8358650147791	5.34041413143538	7.84496324809166
Influenza	MD	0.312575725486037	3.04916923402691	5.78576274256778	8.52235625110865
Influenza	ME	0.31910659680948	2.3757720892306	4.43243758165172	6.48910307407284
Influenza	MI	0.201181059965055	2.58280321811353	4.96442537626201	7.34604753441049
Influenza	MN	0.250195462132341	3.3279554650336	6.40571546793487	9.48347547083613
Influenza	MO	0.204632085151837	2.40881227281033	4.61299246046883	6.81717264812733
Influenza	MS	0.406705158424605	2.8426303067926	5.2785554551606	7.71448060352859
Influenza	MT	0.169527087598975	2.61727022228618	5.06501335697339	7.5127564916606
Influenza	NC	0.689494901229467	4.88889629106564	9.08829768090181	13.287699070738
Influenza	ND	0.161580534504583	2.19680268482905	4.23202483515353	6.267246985478
Influenza	NE	0.150407021476042	1.59660758343973	3.04280814540343	4.48900870736712
Influenza	NH	0.356297739038667	2.77418103605844	5.19206433307821	7.60994763009799
Influenza	NJ	0.426774968848073	3.11910064322794	5.81142631760781	8.50375199198768
Influenza	NM	0.423065341100109	3.18539219280114	5.94771904450216	8.71004589620319
Influenza	NV	0.37502030223492	1.65221620794159	2.92941211364826	4.20660801935494
Influenza	NY	0.294716319311556	2.57106543629743	4.8474145532833	7.12376367026917
Influenza	OH	0.132957930565423	2.91210676463351	5.6912555987016	8.47040443276969
Influenza	OK	0.205929146606271	3.66590498203947	7.12588081747267	10.5858566529059
Influenza	OR	0.270663450657126	2.34585473084999	4.42104601104285	6.49623729123571
Influenza	PA	0.275031727682039	2.23915626039887	4.2032807931157	6.16740532583253
Influenza	RI	0.239446335183797	2.42843218357397	4.61741803196415	6.80640388035433
Influenza	SC	0.233923661763994	3.44377702716438	6.65363039256477	9.86348375796516
Influenza	SD	0.12597175095185	2.45850592513321	4.79104009931458	7.12357427349594
Influenza	TN	0.311623571612111	2.47113123246177	4.63063889331144	6.7901465541611
Influenza	TX	0.50338359574583	3.36350960489428	6.22363561404274	9.08376162319119
Influenza	US	0.357111021135265	2.41500672458923	4.47290242804319	6.53079813149715
Influenza	UT	0.234545211715238	2.48847081395847	4.74239641620171	6.99632201844494
Influenza	VA	0.408130109902283	3.07339668956957	5.73866326923686	8.40392984890414
Influenza	VT	0.255686473678744	3.01008783662552	5.76448919957229	8.51889056251906
Influenza	WA	0.365255661206007	2.320939429004	4.276623196802	6.23230696459999
Influenza	WI	0.185670607517065	2.58774271593205	4.98981482434704	7.39188693276203
Influenza	WV	0.358586407534274	3.33942361283091	6.32026081812755	9.30109802342419
Influenza	WY	0.242997941951362	1.9641491505372	3.68530035912304	5.40645156770888
RSV	AK	0.05710923918733	0.584193512191557	1.11127778519578	1.63836205820001
RSV	AL	0.0688967256003477	0.499583446247853	0.930270166895359	1.36095688754287
RSV	AR	0.0631037665970994	0.624176637459892	1.18524950832269	1.74632237918548
RSV	AZ	0.0281976626737235	0.276446158553204	0.524694654432685	0.772943150312165
RSV	CA	0.0265237542716942	0.256458772721943	0.486393791172193	0.716328809622442
RSV	CO	0.0303141939868493	0.320381588016795	0.610448982046741	0.900516376076687
RSV	CT	0.018483178125289	0.268748711539655	0.519014244954022	0.769279778368388
RSV	DC	0.050299839128512	0.44766050427047	0.845021169412428	1.24238183455439
RSV	DE	0.0491813517358938	0.67611543586847	1.30304952000105	1.92998360413362
RSV	FL	0.102554751927994	0.285510097361802	0.46846544279561	0.651420788229417
RSV	GA	0.0451889292866687	0.278205954172912	0.511222979059155	0.744240003945398
RSV	HI	0.0942222589561131	0.269470087128324	0.444717915300535	0.619965743472745
RSV	IA	0.0605174860993733	0.562422265768164	1.06432704543695	1.56623182510575
RSV	ID	0.0420074495050458	0.399152645952314	0.756297842399582	1.11344303884685
RSV	IL	0.0501153692809863	0.471668987101456	0.893222604921926	1.3147762227424
RSV	IN	0.0389406969749073	0.33909398036956	0.639247263764212	0.939400547158864
RSV	KS	0.0366503675748809	0.387026601857194	0.737402836139507	1.08777907042182
RSV	KY	0.0669610313757757	0.55968423174187	1.05240743210796	1.54513063247406
RSV	LA	0.0429921518020112	0.442292904467101	0.84159365713219	1.24089440979728
RSV	MA	0.0440610114297093	0.453328426561372	0.862595841693035	1.2718632568247
RSV	MD	0.0389008556183379	0.426500963934899	0.81410107225146	1.20170118056802
RSV	ME	0.0340086687493342	0.301999564099704	0.569990459450074	0.837981354800444
RSV	MI	0.0368607413467536	0.366826779540998	0.696792817735243	1.02675885592949
RSV	MN	0.0496813274839207	0.494112696176212	0.938544064868503	1.38297543356079
RSV	MO	0.0551131545080935	0.440394422079664	0.825675689651235	1.21095695722281
RSV	MS	0.0534113505355595	0.377054724893616	0.700698099251672	1.02434147360973
RSV	MT	0.0367636217314673	0.429245435567886	0.821727249404305	1.21420906324072
RSV	NC	0.0520594367791625	0.558141349201758	1.06422326162435	1.57030517404695
RSV	ND	0.034543667360936	0.38866998828294	0.742796309204943	1.09692263012695
RSV	NE	0.0316645093680748	0.305587682381345	0.579510855394614	0.853434028407884
RSV	NH	0.0326277305207103	0.494379022387532	0.956130314254355	1.41788160612118
RSV	NJ	0.0358714968095405	0.331666765111542	0.627462033413543	0.923257301715544
RSV	NM	0.0670258453549111	0.751536188566338	1.43604653177777	2.12055687498919
RSV	NV	0.0285228709003399	0.327603198478985	0.626683526057631	0.925763853636276
RSV	NY	0.0293580788931977	0.246824253255619	0.46429042761804	0.681756601980462
RSV	OH	0.02314472845563	0.295143649676023	0.567142570896416	0.839141492116808
RSV	OK	0.0451984094026198	0.496239541421085	0.94728067343955	1.39832180545801
RSV	OR	0.0257892366667211	0.33542666332856	0.645064089990398	0.954701516652237
RSV	PA	0.0231170763866046	0.302177794238462	0.581238512090319	0.860299229942176
RSV	RI	0.0240135516432186	0.344976667307875	0.665939782972531	0.986902898637187
RSV	SC	0.0402811864986365	0.365095180311102	0.689909174123568	1.01472316793603
RSV	SD	0.0473815562724288	0.45002526433894	0.852668972405452	1.25531268047196
RSV	TN	0.0562636203390111	0.464723794442778	0.873183968546544	1.28164414265031
RSV	TX	0.0624311131225969	0.472305274755149	0.882179436387701	1.29205359802025
RSV	US	0.0488181679742631	0.311472691796534	0.574127215618805	0.836781739441075
RSV	UT	0.0264329252802071	0.443848352305811	0.861263779331414	1.27867920635702
RSV	VA	0.0437490378376356	0.311514681718848	0.579280325600061	0.847045969481273
RSV	VT	0.0477872014724185	0.53102241395228	1.01425762643214	1.497492838912
RSV	WA	0.0335567339090957	0.414578281611711	0.795599829314326	1.17662137701694
RSV	WI	0.0338210371730344	0.401694115200155	0.769567193227276	1.1374402712544
RSV	WV	0.0936548337126781	0.889608439842224	1.68556204597177	2.48151565210132
RSV	WY	0.0442442521625631	0.389308545247278	0.734372838331994	1.07943713141671
