disease	state_abb	hhs_region	total_population	unit	level_low	level_moderate	level_high	level_very_high
Influenza	HI	Region 9	1394885	count	13.9677555458848	41.7742466822289	98.4230671008128	190.409460901817
Influenza	HI	Region 9	1394885	rate	1.00135534799534	2.99481653915763	7.05599867378406	13.6505490346385
Influenza	IA	Region 7	3206712	count	39.1605792060872	128.956991296299	267.142629707659	448.019968509259
Influenza	IA	Region 7	3206712	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	ID	Region 10	1961207	count	20.3329922941515	46.6132250782673	166.039490487644	234.486168843602
Influenza	ID	Region 10	1961207	rate	1.03675911283977	2.37676212038134	8.46618895851605	11.9562172092799
Influenza	IL	Region 5	12532834	count	153.051798394662	504.004277607707	1044.07699614108	1751.00223968095
Influenza	IL	Region 5	12532834	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	IN	Region 5	6861130	count	83.7885737192055	275.918349291355	571.58245298178	958.59037123943
Influenza	IN	Region 5	6861130	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	KS	Region 7	2920111	count	35.6605888230893	117.431415359792	243.266664289859	407.978028043535
Influenza	KS	Region 7	2920111	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	KY	Region 4	4509410	count	53.4977516794274	133.708322512438	363.768332452221	627.282854546694
Influenza	KY	Region 4	4509410	rate	1.18635811956392	2.96509571124466	8.06687199549876	13.9105305249843
Influenza	LA	Region 6	4559054	count	75.2140651833367	182.034640419512	438.310757837019	663.919647067763
Influenza	LA	Region 6	4559054	rate	1.64977350966531	3.99281606270756	9.61407252111994	14.5626624968198
Influenza	MA	Region 1	6998033	count	177.711331305031	447.183715381446	885.308946095702	1501.67108085483
Influenza	MA	Region 1	6998033	rate	2.53944688893338	6.39013441893524	12.6508255404869	21.4584738433619
Influenza	MD	Region 3	6149174	count	87.1260582051905	267.46995263512	525.004576331386	1197.53592429815
Influenza	MD	Region 3	6149174	rate	1.41687417212768	4.34968912304515	8.53780648151095	19.4747444827249
Influenza	ME	Region 1	1395065	count	35.4269347410985	89.1465287315189	176.487239326394	299.359658122897
Influenza	ME	Region 1	1395065	rate	2.53944688893338	6.39013441893524	12.6508255404869	21.4584738433619
Influenza	MI	Region 5	10035357	count	122.552443955011	403.568965751916	836.018843923358	1402.07175671503
Influenza	MI	Region 5	10035357	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	MN	Region 5	5737303	count	70.0643240056549	230.723973040059	477.959421004954	801.576914106436
Influenza	MN	Region 5	5737303	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	MO	Region 7	6181402	count	75.4876903899277	248.583285281911	514.956125015337	863.623402844743
Influenza	MO	Region 7	6181402	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	MS	Region 4	2927069	count	34.7255207467384	86.790397384172	236.122909449926	407.170826732353
Influenza	MS	Region 4	2927069	rate	1.18635811956392	2.96509571124466	8.06687199549876	13.9105305249843
Influenza	MT	Region 8	1129482	count	18.1181479770429	41.0158394169995	69.1277030508715	95.3704736118563
Influenza	MT	Region 8	1129482	rate	1.6041112631315	3.63138495496161	6.12030143471711	8.44373558957613
Influenza	NC	Region 4	10735800	count	127.365035000143	318.326745367804	866.043243692756	1493.40673610126
Influenza	NC	Region 4	10735800	rate	1.18635811956392	2.96509571124466	8.06687199549876	13.9105305249843
Influenza	ND	Region 8	776725	count	12.4595332085581	28.2058747914256	47.5379113188065	65.5846052581352
Influenza	ND	Region 8	776725	rate	1.6041112631315	3.63138495496161	6.12030143471711	8.44373558957613
Influenza	NE	Region 7	1971915	count	24.0811565070924	79.2999887398813	164.27498280481	275.502538488937
Influenza	NE	Region 7	1971915	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	NH	Region 1	1401507	count	35.5905259096835	89.5581811907867	177.302205507712	300.742013007886
Influenza	NH	Region 1	1401507	rate	2.53944688893338	6.39013441893524	12.6508255404869	21.4584738433619
Influenza	NJ	Region 2	9283473	count	222.602256546086	520.054096927134	995.724411698729	1558.04824973698
Influenza	NJ	Region 2	9283473	rate	2.39783383380429	5.60193471696566	10.7257748441637	16.7830320585516
Influenza	NM	Region 6	2100958	count	34.6610485331941	83.8873884947395	201.987625758271	305.955422739935
Influenza	NM	Region 6	2100958	rate	1.64977350966531	3.99281606270756	9.61407252111994	14.5626624968198
Influenza	NV	Region 9	3182045	count	31.8635777831183	95.2964099434384	224.525052999212	434.366613029263
Influenza	NV	Region 9	3182045	rate	1.00135534799534	2.99481653915763	7.05599867378406	13.6505490346385
Influenza	NY	Region 2	19551916	count	468.822457004994	1095.28557023596	2097.09448788002	3281.40433034108
Influenza	NY	Region 2	19551916	rate	2.39783383380429	5.60193471696566	10.7257748441637	16.7830320585516
Influenza	OH	Region 5	11779411	count	143.850946847286	473.705590587036	981.311334147663	1645.73910762102
Influenza	OH	Region 5	11779411	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	OK	Region 6	4035489	count	66.5764285074575	161.129653000797	387.974839041818	587.674643166288
Influenza	OK	Region 6	4035489	rate	1.64977350966531	3.99281606270756	9.61407252111994	14.5626624968198
Influenza	OR	Region 10	4231939	count	43.8750132323202	100.583123109645	358.283952349134	505.979819004228
Influenza	OR	Region 10	4231939	rate	1.03675911283977	2.37676212038134	8.46618895851605	11.9562172092799
Influenza	PA	Region 3	12958943	count	183.611916347748	563.673734132621	1106.40947538931	2523.72103691196
Influenza	PA	Region 3	12958943	rate	1.41687417212768	4.34968912304515	8.53780648151095	19.4747444827249
Influenza	PR	Region 2	3285874	count	78.7897985081784	184.072516361748	352.435446902916	551.469286823612
Influenza	PR	Region 2	3285874	rate	2.39783383380429	5.60193471696566	10.7257748441637	16.7830320585516
Influenza	RI	Region 1	1092402	count	27.740968603646	69.8059561951369	138.19787122079	234.412797434362
Influenza	RI	Region 1	1092402	rate	2.53944688893338	6.39013441893524	12.6508255404869	21.4584738433619
Influenza	SC	Region 4	5335324	count	63.2960494790425	158.197463105007	430.393757625124	742.171873626813
Influenza	SC	Region 4	5335324	rate	1.18635811956392	2.96509571124466	8.06687199549876	13.9105305249843
Influenza	SD	Region 8	916006	count	14.6937554169603	33.2637040705456	56.0623283600948	77.3451246246527
Influenza	SD	Region 8	916006	rate	1.6041112631315	3.63138495496161	6.12030143471711	8.44373558957613
Influenza	TN	Region 4	7106807	count	84.312181886237	210.723629563435	573.297023657146	988.594557086721
Influenza	TN	Region 4	7106807	rate	1.18635811956392	2.96509571124466	8.06687199549876	13.9105305249843
Influenza	TX	Region 6	30391114	count	501.384548064185	1213.46128142777	2921.82373993624	4425.75536084375
Influenza	TX	Region 6	30391114	rate	1.64977350966531	3.99281606270756	9.61407252111994	14.5626624968198
Influenza	US	USA	337492878	count	5517.99610015848	12950.9510082502	27139.2087639677	41591.4825812844
Influenza	US	USA	337492878	rate	1.63499630950982	3.83739979492254	8.0414167329385	12.323662302967
Influenza	UT	Region 8	3413293	count	54.7530174566791	123.949808470758	208.903820450099	288.209435817511
Influenza	UT	Region 8	3413293	rate	1.6041112631315	3.63138495496161	6.12030143471711	8.44373558957613
Influenza	VA	Region 3	8615980	count	122.077595295686	374.768344903746	735.615698885687	1677.94008968268
Influenza	VA	Region 3	8615980	rate	1.41687417212768	4.34968912304515	8.53780648151095	19.4747444827249
Influenza	VI	Region 2	106405	count	2.55141509085945	5.96073863558731	11.4127607229324	17.8579852619018
Influenza	VI	Region 2	106405	rate	2.39783383380429	5.60193471696566	10.7257748441637	16.7830320585516
Influenza	VT	Region 1	647315	count	16.4382206290991	41.3642986139307	81.8906913474028	138.903919959158
Influenza	VT	Region 1	647315	rate	2.53944688893338	6.39013441893524	12.6508255404869	21.4584738433619
Influenza	WA	Region 10	7764081	count	80.4948172957612	184.533736203725	657.321768352242	928.290388664431
Influenza	WA	Region 10	7764081	rate	1.03675911283977	2.37676212038134	8.46618895851605	11.9562172092799
Influenza	WI	Region 5	5909578	count	72.1681577090647	237.651962106607	492.311192081648	825.646004213354
Influenza	WI	Region 5	5909578	rate	1.22120661930623	4.02147094270703	8.33073346492166	13.971319173947
Influenza	WV	Region 3	1769881	count	25.0769867663951	76.9843213478427	151.109014733031	344.679802398296
Influenza	WV	Region 3	1769881	rate	1.41687417212768	4.34968912304515	8.53780648151095	19.4747444827249
Influenza	WY	Region 8	581296	count	9.32463460813288	21.1090954877936	35.5770674279532	49.0830972327825
Influenza	WY	Region 8	581296	rate	1.6041112631315	3.63138495496161	6.12030143471711	8.44373558957613
RSV	AK	Region 10	711711	count	3.8835413945174	10.4833193855406	13.6693342182617	19.2452021723551
RSV	AK	Region 10	711711	rate	0.5456626909683	1.47297419676534	1.9206298930692	2.70407541436835
RSV	AL	Region 4	5097361	count	40.9147385702996	85.6773568063685	127.236082151666	195.056441417778
RSV	AL	Region 4	5097361	rate	0.802665115739293	1.68081791355112	2.49611675829249	3.82661619253135
RSV	AR	Region 6	3063976	count	40.7873426343347	126.327013890014	197.77272740609	327.543530151625
RSV	AR	Region 6	3063976	rate	1.33119001696928	4.12297661241516	6.45477403889881	10.6901467293355
RSV	AZ	Region 9	7414046	count	49.7736353601419	111.638606982709	141.820256680928	242.262422869129
RSV	AZ	Region 9	7414046	rate	0.671342413577443	1.5057717066054	1.91285914170114	3.26761424017506
RSV	CA	Region 9	38828183	count	260.670060900466	584.663793802968	742.728448071948	1268.75523690923
RSV	CA	Region 9	38828183	rate	0.671342413577443	1.5057717066054	1.91285914170114	3.26761424017506
RSV	CO	Region 8	5843317	count	49.916962753986	142.97360835533	225.244320293898	350.245313764163
RSV	CO	Region 8	5843317	rate	0.854257312310559	2.44678849967117	3.85473388306502	5.99394682445198
RSV	CT	Region 1	3612324	count	29.1606485642514	85.3270374598284	121.898836575953	238.82542028703
RSV	CT	Region 1	3612324	rate	0.807254514386069	2.36210919784129	3.37452666416281	6.61140640449279
RSV	DC	Region 3	675779	count	4.60207401201844	10.4931595839496	18.0781072207535	32.0900196776886
RSV	DC	Region 3	675779	rate	0.681002814828286	1.55275017186826	2.67515078461354	4.74859675688185
RSV	DE	Region 3	1028442	count	7.00371896887632	15.9691349225654	27.5123742322952	48.8365634584108
RSV	DE	Region 3	1028442	rate	0.681002814828286	1.55275017186826	2.67515078461354	4.74859675688185
RSV	FL	Region 4	22550792	count	181.007340706927	379.037751583653	562.894098239682	862.932258216064
RSV	FL	Region 4	22550792	rate	0.802665115739293	1.68081791355112	2.49611675829249	3.82661619253135
RSV	GA	Region 4	10972367	count	88.07136227989	184.425510076572	273.883091468355	419.870372325966
RSV	GA	Region 4	10972367	rate	0.802665115739293	1.68081791355112	2.49611675829249	3.82661619253135
RSV	HI	Region 9	1394885	count	9.36445462562972	21.0037836696827	26.6821852387179	45.5794608940659
RSV	HI	Region 9	1394885	rate	0.671342413577443	1.5057717066054	1.91285914170114	3.26761424017506
RSV	IA	Region 7	3206712	count	23.8934138253707	64.1238781642329	105.309230054264	165.483326489742
RSV	IA	Region 7	3206712	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	ID	Region 10	1961207	count	10.7015748916587	28.8880730551556	37.6675279069657	53.0325163118711
RSV	ID	Region 10	1961207	rate	0.5456626909683	1.47297419676534	1.9206298930692	2.70407541436835
RSV	IL	Region 5	12532834	count	93.3829384012895	250.616182703204	411.581426376268	646.76062604429
RSV	IL	Region 5	12532834	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	IN	Region 5	6861130	count	51.1227133586258	137.200429657844	225.321237954082	354.070654264731
RSV	IN	Region 5	6861130	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	KS	Region 7	2920111	count	21.7579316567927	58.3927842569074	95.8971810012828	150.693196644815
RSV	KS	Region 7	2920111	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	KY	Region 4	4509410	count	36.1954609956593	75.7949710754656	112.560138710117	172.557813247628
RSV	KY	Region 4	4509410	rate	0.802665115739293	1.68081791355112	2.49611675829249	3.82661619253135
RSV	LA	Region 6	4559054	count	60.6896717162386	187.968730167378	294.276634011378	487.369562069639
RSV	LA	Region 6	4559054	rate	1.33119001696928	4.12297661241516	6.45477403889881	10.6901467293355
RSV	MA	Region 1	6998033	count	56.4919373107269	165.301181160969	236.150489551913	462.668401950519
RSV	MA	Region 1	6998033	rate	0.807254514386069	2.36210919784129	3.37452666416281	6.61140640449279
RSV	MD	Region 3	6149174	count	41.8760480286891	95.4813098534784	164.499676508252	291.999477139022
RSV	MD	Region 3	6149174	rate	0.681002814828286	1.55275017186826	2.67515078461354	4.74859675688185
RSV	ME	Region 1	1395065	count	11.26172519112	32.9529586808646	47.0768404074029	92.2334167568373
RSV	ME	Region 1	1395065	rate	0.807254514386069	2.36210919784129	3.37452666416281	6.61140640449279
RSV	MI	Region 5	10035357	count	74.7740793954464	200.674712790728	329.563652423312	517.877582667891
RSV	MI	Region 5	10035357	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	MN	Region 5	5737303	count	42.7490073385264	114.727521075571	188.414476110738	296.075227684799
RSV	MN	Region 5	5737303	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	MO	Region 7	6181402	count	46.0580170613931	123.608066060234	202.99879916746	318.993088662263
RSV	MO	Region 7	6181402	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	MS	Region 4	2927069	count	23.494561776619	49.1987000940016	73.0630598357844	112.007696320565
RSV	MS	Region 4	2927069	rate	0.802665115739293	1.68081791355112	2.49611675829249	3.82661619253135
RSV	MT	Region 8	1129482	count	9.64868257623155	27.6360356818559	43.5385253571205	67.7005504717567
RSV	MT	Region 8	1129482	rate	0.854257312310559	2.44678849967117	3.85473388306502	5.99394682445198
RSV	NC	Region 4	10735800	count	86.172521495539	180.449249563021	267.978102936765	410.817861197781
RSV	NC	Region 4	10735800	rate	0.802665115739293	1.68081791355112	2.49611675829249	3.82661619253135
RSV	ND	Region 8	776725	count	6.63523010904419	19.0048179740709	29.9406817532368	46.5564834722246
RSV	ND	Region 8	776725	rate	0.854257312310559	2.44678849967117	3.85473388306502	5.99394682445198
RSV	NE	Region 7	1971915	count	14.6928633202657	39.4319281588815	64.7581854505341	101.761260055477
RSV	NE	Region 7	1971915	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	NH	Region 1	1401507	count	11.3137285269368	33.1051257553895	47.2942274151083	92.6593235574148
RSV	NH	Region 1	1401507	rate	0.807254514386069	2.36210919784129	3.37452666416281	6.61140640449279
RSV	NJ	Region 2	9283473	count	88.6439964250111	272.491938904165	365.270493704623	563.439256616235
RSV	NJ	Region 2	9283473	rate	0.954858127179463	2.93523704872266	3.93463193898041	6.06927231453396
RSV	NM	Region 6	2100958	count	27.9677431567174	86.6220069766653	135.612091552168	224.595492921713
RSV	NM	Region 6	2100958	rate	1.33119001696928	4.12297661241516	6.45477403889881	10.6901467293355
RSV	NV	Region 9	3182045	count	21.3624177041203	47.9143333014518	60.868038675544	103.976955548778
RSV	NV	Region 9	3182045	rate	0.671342413577443	1.5057717066054	1.91285914170114	3.26761424017506
RSV	NY	Region 2	19551916	count	186.693058945302	573.895082167134	769.295931618621	1186.65902474894
RSV	NY	Region 2	19551916	rate	0.954858127179463	2.93523704872266	3.93463193898041	6.06927231453396
RSV	OH	Region 5	11779411	count	87.7691360004028	235.550157235955	386.838825221199	607.880008048698
